"Codice";"Nome";"Inizio";"Fine";"Tipo";"Quota";"Comune";"Provincia";"Sensori";"Epsg3003_X";"Epsg3003_Y";"Epsg4258_Lat";"Epsg4258_Lon";"Bacino";"SottoBacino";"ZonaAllerta"
507;"Dolina Busa Candaglia";15/10/2010;09/11/2011;"DOLINE";1247;"POLCENIGO (PN)";"PN";"TARIA2M, UMID2M";1766562;5106667;46.061386;12.44601249;"";"";" ";
508;"Dolina Buse Maran";13/11/2010;05/04/2011;"DOLINE";337;"ARCUGNANO (VI)";"VI";"PREC, TARIA2M, TARIAMAX2M, TARIAMIN2M";1695815.879;5036334.478;45.45289681;11.50392844;"BRENTA: VENETO";"BRENTA - Bacchiglione";"Vene-F Basso Piave, Sile e Bacino scolante in laguna";
509;"Dolina Buson di Marcesina (VI)";10/12/2010;;"DOLINE";1348;"ASIAGO (VI)";"VI";"TARIA2M, UMID2M";1699554;5093541;45.96621208;11.57521675;"";"";" ";
510;"Caprino Veronese - Platano";28/12/2010;;"AGRO";275;"CAPRINO VERONESE (VR)";"VR";"DVENTO2M, DVENTO2M, ELIOFANIA, ET0, HUMIDEX2M, INDSEREN, PREC, RADSOL, TARIA2M, TARIAMAX2M, TARIAMIN2M, UMID2M, VRAFFICA2M, VSFIL2M, VVENTO2M, VVMEDARIT2M";1641524.856;5052119.2;45.60804812;10.81463468;"PO: VENETO";"PO: AFFLUENTI DEL LAGO BENACO O DI GARDA";"Vene-C Adige-Garda e monti Lessini";
511;"Rip. Monte Falcone 32 (F2)";14/05/2011;;"RIPET";1602;"RECOARO TERME (VI)";"VI";"TARIA";1671869;5059546;45.66796792;11.20608057;"";"";" ";
512;"Piave a Sacco di Perarolo";23/02/1990;13/06/1996;"IDRO";534;"PERAROLO DI CADORE (BL)";"BL";"LIDRO";1759073.686;5144127.232;46.40082454;12.36992795;"";"";"Vene-A Alto Piave";
513;"Rip. Monte Cimetta 36 (F1)";14/05/2011;;"RIPET";1553;"SCHIO (VI)";"VI";"TARIA";1680230;5070918;45.76811463;11.31755518;"";"";" ";
514;"Rip. Monte Cimetta 243 (F2)";14/05/2011;;"RIPET";1553;"SCHIO (VI)";"VI";"TARIA";1680230;5070918;45.76811463;11.31755518;"";"";" ";
515;"Rip. Monte Grande 89 (F1)";14/05/2011;;"RIPET";465;"TEOLO (PD)";"PD";"TARIA";1709358;5026653;45.36192058;11.67281842;"";"";" ";
516;"Rip. Monte Grande 90 (F1)";14/05/2011;;"RIPET";465;"TEOLO (PD)";"PD";"TARIA";1709358;5026653;45.36192058;11.67281842;"";"";" ";
517;"Rip. Monte Grande 202 (F2)";14/05/2011;;"RIPET";465;"TEOLO (PD)";"PD";"TARIA";1709358;5026653;45.36192058;11.67281842;"";"";" ";
518;"Rip. Monte Grande 16 (F3)";14/05/2011;;"RIPET";465;"TEOLO (PD)";"PD";"TARIA";1709358;5026653;45.36192058;11.67281842;"";"";" ";
519;"Rip. Monte Cesen 228 (F2)";14/05/2011;;"RIPET";1552;"VALDOBBIADENE (TV)";"TV";"TARIA";1734161.531;5092423.785;45.945236;12.020826;"";"";" ";
520;"Rip. Monte Cesen 34 (F3)";14/05/2011;;"RIPET";1552;"VALDOBBIADENE (TV)";"TV";"TARIA";1734161.531;5092423.785;45.945236;12.020826;"";"";" ";
521;"Rip. Monte Visentin 26 (F1)";14/05/2011;;"RIPET";1750;"BELLUNO (BL)";"BL";"TARIA";1753878;5105568;46.05634299;12.28170886;"";"";" ";
522;"Rip. Monte Visentin 226 (F2)";14/05/2011;;"RIPET";1750;"BELLUNO (BL)";"BL";"TARIA";1753878;5105568;46.05634299;12.28170886;"";"";" ";
523;"Rip. Monte Visentin 44 (F3)";14/05/2011;;"RIPET";1750;"BELLUNO (BL)";"BL";"TARIA";1753878;5105568;46.05634299;12.28170886;"";"";" ";
524;"Rip. Col Alto 38 (F1)";14/05/2011;;"RIPET";2137;"VALLE DI CADORE (BL)";"BL";"TARIA";1749296.34;5141946.45;46.38490577;12.24178418;"";"";" ";
525;"Rip. Monte Palla 30 (F1)";14/05/2011;;"RIPET";1650;"LIVINALLONGO DEL COL DI LANA (BL)";"BL";"TARIA";1727997;5151525;46.47850537;11.96985854;"";"";" ";
526;"Rip. Monte Celentone 27 (F1)";14/05/2011;;"RIPET";1370;"VALLADA AGORDINA (BL)";"BL";"TARIA";1726145;5139730;46.37312073;11.94005218;"";"";" ";
527;"Rip. Danta di Cadore 40 (F1)";14/05/2011;;"RIPET";1436;"DANTA (BL)";"BL";"TARIA";1769616.28;5163221.47;46.56821444;12.51787312;"";"";" ";
528;"Rip. Monte Tudaio 29 (F1)";14/05/2011;;"RIPET";2137;"VIGO DI CADORE (BL)";"BL";"TARIA";1768250;5157739;46.51951529;12.49691023;"";"";" ";
544;"Mondeval di Sopra (Selva di Cadore)";04/10/2011;;"METEO";2175;"SAN VITO DI CADORE (BL)";"BL";"ET0, PREC, TARIA2M, TARIAMAX2M, TARIAMIN2M";1738128.896;5150353.927;46.46438088;12.1010932;"PIAVE: VENETO";"PIAVE - Cordevole";"Vene-A Alto Piave";
545;"Passo Cimabanche";01/08/2011;;"METEO";1532;"CORTINA D'AMPEZZO (BL)";"BL";"ET0, TARIA2M, UMID2M";1743797.731;5167934.016;46.62041802;12.18400869;"PIAVE: VENETO";"PIAVE - Boite";"Vene-A Alto Piave";
546;"Rip. Punta di Giatei 46 (F1)";08/10/2012;;"RIPET";2180;"COLLE SANTA LUCIA (BL)";"BL";"TARIA";1733311.8;5151980.5;46.48078076;12.03922615;"";"";" ";
547;"Dolina Plan Lastei";23/10/2012;14/06/2013;"DOLINE";2010;"MAREBBE (BZ)";"BZ";"TARIA2M, UMID2M";1734864;5170350;46.64530901;12.06873163;"";"";" ";
548;"Rio Cordon Trasporto solido CAE";01/01/1985;;"CAEI";1759;"SELVA DI CADORE (BL)";"BL";"LIDRO, LIDRO, PORT, PORT";1737766.459;5148818.662;46.4508118;12.09556208;"PIAVE: VENETO";"PIAVE - Cordevole";"Vene-A Alto Piave";
549;"Tagliamento a Braulins (UD) CAE";20/06/2013;;"CAE";206;"OSOPPO (UD)";"UD";"LIDRO, LIDRO, LIDRO, PORT, PORT, PORT, PORT";1815377.216;5133626.202;46.28264438;13.09358338;"";"";" ";
550;"Meduna a Prata di Pordenone (PN) CAE";20/06/2013;;"CAE";27;"PRATA DI PORDENONE (PN)";"PN";"LIDRO";1779566.266;5089109.97;45.89848551;12.6035465;"";"";" ";
551;"Sant'Elena";10/07/2013;;"AGRO";8;"SANT'ELENA (PD)";"PD";"BFOGL, DVENTO2M, DVENTO2M, ELIOFANIA, ET0, HUMIDEX2M, INDSEREN, PREC, RADSOL, TARIA2M, TARIAMAX2M, TARIAMIN2M, UMID2M, VRAFFICA2M, VSFIL2M, VVENTO2M, VVMEDARIT2M";1711682.798;5008331.604;45.196595;11.69453713;"BRENTA: VENETO";"BRENTA - Fratta - Gorzone";"Vene-E Basso Brenta-Bacchiglione e Fratta Gorzone";
552;"Po a Porto Barricata CAE";15/05/2013;;"CAEI";0;"PORTO TOLLE (RO)";"RO";"LIDRO";1773846.391;4971996.444;44.84861111;12.465;"PO: VENETO";"PO - Delta";"Vene-D Po, Fissero-Tartaro-Canalbianco e Basso Adige";
554;"Muson dei Sassi ad Asolo CAE";02/04/2014;;"CAEIM";94;"ASOLO (TV)";"TV";"LIDRO, PIOGCONT, PREC, TARIA2M";1725031.565;5074342.934;45.78576616;11.89466078;"BRENTA: VENETO";"BRENTA";"Vene-B Alto Brenta-Bacchiglione-Alpone";
555;"Gua' a Ponte Asse CAE";01/06/1997;;"CAEI";57;"MONTEBELLO VICENTINO (VI)";"VI";"LIDRO";1687748.267;5037110.829;45.46209446;11.40114264;"";"";"Vene-B Alto Brenta-Bacchiglione-Alpone";
556;"Jesolo Lido";31/07/2014;21/04/2016;"AGRO";1;"IESOLO (VE)";"VE";"PREC, TARIA2M, TARIAMAX2M, TARIAMIN2M";1786005.513;5046137.843;45.51066601;12.66091385;"BACINO SCOLANTE IN LAGUNA DI VENEZIA";"BACINO SCOLANTE IN LAGUNA DI VENEZIA";"Vene-F Basso Piave, Sile e Bacino scolante in laguna";
557;"Piave a Belluno Unificata";28/05/2014;03/11/2018;"CAEI";411;"BELLUNO (BL)";"BL";"LIDRO, PORT";1749410;5113348;46.1278956;12.22812414;"";"";" ";
558;"Po a Ariano nel Polesine";06/09/1999;;"CAEI";3;"ARIANO NEL POLESINE (RO)";"RO";"LIDRO";1746356;4981462;44.94370878;12.12228784;"PO: VENETO";"PO: CORSO POLESANO";"Vene-D Po, Fissero-Tartaro-Canalbianco e Basso Adige";
559;"Po a Sermide";06/09/1999;;"CAEI";8;"CASTELMASSA (RO)";"RO";"LIDRO, PORT";1680464;4987228;45.01535738;11.28994617;"PO: VENETO";"PO: CORSO POLESANO";"Vene-D Po, Fissero-Tartaro-Canalbianco e Basso Adige";
560;"Po a Cavanella Po SIAP";06/09/1999;;"CAEI";2;"ADRIA (RO)";"RO";"LIDRO";1748289.063;4990889.366;45.02777778;12.15138888;"PO: VENETO";"PO: CORSO POLESANO";"Vene-D Po, Fissero-Tartaro-Canalbianco e Basso Adige";
561;"Po a Pila SIAP";06/09/1999;;"CAEI";0;"PORTO TOLLE (RO)";"RO";"LIDRO";1775498.503;4984613.224;44.96134;12.492735;"PO: VENETO";"PO - Delta";"Vene-D Po, Fissero-Tartaro-Canalbianco e Basso Adige";
562;"Po a Polesella SIAP";06/09/1999;;"CAEI";4;"POLESELLA (RO)";"RO";"LIDRO";1717413;4982111;44.95899053;11.75615323;"PO: VENETO";"PO: CORSO POLESANO";"Vene-D Po, Fissero-Tartaro-Canalbianco e Basso Adige";
563;"Gorzone a Stanghella CAE lato valle";21/04/1994;31/10/2007;"CAEI";2;"STANGHELLA (PD)";"PD";"LIDRO, PORT";1716768.985;5002782.595;45.14505173;11.75692072;"";"";" ";
564;"Alpone a S.Bonifacio CAE ponte della Motta";19/04/1986;03/03/2015;"CAEI";27;"SAN BONIFACIO (VR)";"VR";"LIDRO";1677527.89;5029238.62;45.39396536;11.2676816;"";"";" ";
565;"Teolo Prove CAE";22/04/2015;23/02/2017;"CAEM";;"TEOLO (PD)";"PD";"DVENTO2M, DVNIVOMET2M, PIOGCONT, PREC, PRESS, TARIA2M, TARIAMAX2M, TARIAMIN2M, UMID2M, VRAFFICA2M, VVENTO2M, VVNIVOMET2M";;;;;"";"";" ";
566;"Teolo Prove NESA";01/07/2015;;"TEST";;"TEOLO (PD)";"PD";"DVENTO5M, PREC, PRESS, RADSOL, TARIA2M, UMID2M, VVENTO5M";;;;;"";"";" ";
567;"Campodarsego Prove NESA";01/07/2015;22/12/2019;"TEST";;"CAMPODARSEGO (PD)";"PD";"LIDRO, PREC, RADSOL, RADSOL, TARIA2M, TARIA2M, TARIA2M";;;;;"";"";" ";
568;"Rovina di Cancia CAE (Q2267)";11/09/2013;;"CAEM";2267;"BORCA DI CADORE (BL)";"BL";"PIOGCONT, PREC, TARIA2M, VSFIL2M, VVENTO2M, VVMEDARIT2M";1749674.159;5148920.924;46.44743181;12.2504163;"PIAVE: VENETO";"PIAVE - Boite";"Vene-A Alto Piave";
569;"Rovina di Cancia CAE (Q1690)";06/11/2013;;"CAEM";1688;"BORCA DI CADORE (BL)";"BL";"PIOGCONT, PREC, TARIA2M, VSFIL2M, VVENTO2M, VVMEDARIT2M";1749324.701;5148324.136;46.44219886;12.24555485;"PIAVE: VENETO";"PIAVE - Boite";"Vene-A Alto Piave";
570;"Rovina di Cancia CAE (Q2267) 2° Pluviometro";11/09/2013;;"CAEM";2267;"BORCA DI CADORE (BL)";"BL";"PIOGCONT, PREC";1749674.159;5148920.924;46.44743181;12.2504163;"PIAVE: VENETO";"PIAVE - Boite";"Vene-A Alto Piave";
571;"Squaranto a Pigozzo CAE";01/12/2015;;"CAEI";148;"VERONA (VR)";"VR";"LIDRO";1661220.139;5041311.116;45.50650525;11.06344352;"ADIGE: VENETO";"ADIGE - Illasi";"Vene-C Adige-Garda e monti Lessini";
572;"Ospedaletto Euganeo";27/01/2016;;"AGRO";9;"OSPEDALETTO EUGANEO (PD)";"PD";"BFOGL, DVENTO10M, DVENTO10M, ELIOFANIA, ET0, HUMIDEX2M, INDSEREN, PREC, RADSOL, TARIA2M, TARIAMAX2M, TARIAMIN2M, UMID2M, VRAFFICA10M, VSFIL10M, VVENTO10M, VVMEDARIT10M";1704622.117;5012334.365;45.2345589;11.60648596;"BRENTA: VENETO";"BRENTA - Fratta - Gorzone";"Vene-E Basso Brenta-Bacchiglione e Fratta Gorzone";
573;"PROVA SIAP-MICROS";01/01/2016;;"TEST";;"SAN FIOR (TV)";"TV";"DVENTO2M, PREC, PRESS, RADSOL, TARIA2M, UMID2M, VVENTO2M";;;;;"";"";" ";
574;"Follina";31/05/2016;;"AGRO";208;"FOLLINA (TV)";"TV";"DVENTO2M, DVENTO2M, HUMIDEX2M, PREC, TARIA2M, TARIAMAX2M, TARIAMIN2M, UMID2M, VRAFFICA2M, VSFIL2M, VVENTO2M, VVMEDARIT2M";1741931.736;5094402.068;45.96032669;12.12185345;"PIAVE: VENETO";"PIAVE - Soligo";"Vene-H Piave pedemontano";
575;"Rio Chiesa Alto (Livinallongo)";29/06/2016;;"METEO";2097;"LIVINALLONGO DEL COL DI LANA (BL)";"BL";"PREC, TARIA2M, TARIAMAX2M, TARIAMIN2M";1727456.964;5152722.629;46.48945123;11.96341809;"PIAVE: VENETO";"PIAVE - Cordevole";"Vene-A Alto Piave";
576;"Scolo Villa Osto in via Mameli Albignasego";20/04/2016;;"TEST";;"ALBIGNASEGO (PD)";"PD";"LIDRO, TARIA";1723177;5024098;45.33468753;11.8478961;"";"";" ";
577;"Breda di Piave Via Bovon";06/10/2016;;"AGRO";17;"BREDA DI PIAVE (TV)";"TV";"BFOGL, DVENTO2M, DVENTO2M, ELIOFANIA, ET0, HUMIDEX2M, INDSEREN, PREC, RADSOL, TARIA2M, TARIAMAX2M, TARIAMIN2M, UMID2M, VRAFFICA2M, VSFIL2M, VVENTO2M, VVMEDARIT2M";1763025.271;5068876.373;45.7232319;12.37967204;"SILE";"SILE";"Vene-F Basso Piave, Sile e Bacino scolante in laguna";
578;"Centa a Aone' (TN) CAE";21/09/2005;;"CAEI";524.09;"CALDONAZZO (TN)";"TN";"LIDRO, PORT";1674314.191;5094457.379;45.981534;11.250077;"";"";" ";
579;"Brenta a Maso della Costa (TN) CAE";26/01/2005;;"CAEI";450.94;"CALDONAZZO (TN)";"TN";"LIDRO, PORT";1676792.522;5096898.538;46.002648;11.282941;"";"";" ";
580;"Brentella a Viazzi (TN) CAE";02/08/2005;;"CAEI";441.01;"LEVICO TERME (TN)";"TN";"LIDRO, PORT";1677853.186;5097072.838;46.003941;11.296693;"";"";" ";
581;"Vanoi a Caoria Ponte Belfe (TN) CAE";26/05/1994;;"CAEI";869.93;"CANAL SAN BOVO (TN)";"TN";"LIDRO, PORT";1706062.603;5119497.574;46.197646;11.670376;"";"";" ";
582;"Brenta a Levico Ponte Cervia (TN) CAE";04/11/2016;;"CAEIM";433.85;"LEVICO TERME (TN)";"TN";"LIDRO, PIOGCONT, PORT, PREC, TARIA2M";1679510.536;5097053.95;46.003339;11.318073;"";"";" ";
583;"Pieve Tesino - Longana (TN) CAE";27/07/1994;;"CAE";858.29;"PIEVE TESINO (TN)";"TN";"PIOGCONT, PREC";1702335.901;5105136.857;46.069861;11.61601;"";"";" ";
584;"Brenta a Ospedaletto (TN) CAE";11/10/2005;;"CAEI";308.01;"OSPEDALETTO (TN)";"TN";"LIDRO";1697208.033;5101633.945;46.039863;11.54832;"";"";" ";
585;"Maso a Ponte delle Carrette (TN) CAE";25/01/2005;;"CAEI";351.13;"CASTELNUOVO (TN)";"TN";"LIDRO";1693990.12;5102965.033;46.052543;11.507306;"";"";" ";
586;"Brenta a Ponte Zaccon (TN) CAE";11/10/2005;;"CAEI";430.35;"RONCEGNO (TN)";"TN";"LIDRO, PORT";1686548.298;5101235.346;46.039059;11.41052;"";"";" ";
587;"Rifugio Crucolo (TN) CAE";17/09/1981;;"CAE";1074.72;"SCURELLE (TN)";"TN";"PIOGCONT, PREC";1693075.245;5110326.087;46.118988;11.49848;"";"";" ";
588;"Larganza a Roncegno (TN) CAE";25/01/2005;;"CAEIM";504.31;"RONCEGNO (TN)";"TN";"LIDRO, PIOGCONT, PORT, PREC, TARIA2M";1686089.249;5102270.375;46.048491;11.404997;"";"";" ";
589;"Cismon a San Martino di Castrozza (TN) CAE";13/09/2005;;"CAEI";1482.4;"SIROR (TN)";"TN";"LIDRO";1715874.2;5127238.824;46.264194;11.800933;"";"";" ";
590;"Telve di Sopra (TN) CAE";27/07/1994;;"CAE";654.29;"TELVE DI SOPRA (TN)";"TN";"PIOGCONT, PREC, TARIA2M";1691142.51;5105196.748;46.073411;11.471427;"";"";" ";
591;"Canali a Tonadico (TN) CAE";13/09/2005;;"CAEI";757.57;"TONADICO (TN)";"TN";"LIDRO";1719475.767;5118293.768;46.182634;11.843451;"";"";" ";
592;"Vetriolo Terme (TN) CAE";26/07/1994;;"CAE";1488.76;"LEVICO TERME (TN)";"TN";"PIOGCONT, PREC, TARIA2M";1678684.425;5101356.767;46.042249;11.309024;"";"";" ";
593;"Chieppena a Villa Agnedo (TN) CAE";25/01/2005;;"CAEI";392.55;"VILLA AGNEDO (TN)";"TN";"LIDRO, PORT";1695264.358;5103481.134;46.056821;11.523973;"";"";" ";
594;"Grigno a Ponte della Stua (TN) CAE";12/05/2014;;"CAEIM";1105.66;"PIEVE TESINO (TN)";"TN";"LIDRO, TARIA2M";1702187.203;5110253.803;46.115701;11.616256;"";"";" ";
595;"Bacchiglione a Ponte San Nicolo'";01/12/2016;;"CAEI";12;"PONTE SAN NICOLO' (PD)";"PD";"LIDRO, PORT";1729838.996;5027833.162;45.36611378;11.93454359;"BRENTA: VENETO";"BRENTA - Bacchiglione";"Vene-E Basso Brenta-Bacchiglione e Fratta Gorzone";
596;"Dolina Busa Riviera (TN)";04/08/2016;;"DOLINE";2679;"TONADICO (TN)";"TN";"TARIA2M";1721520;5128137;46.2704495;11.87452557;"";"";" ";
597;"Biois a Vallada";23/02/2017;;"IDRO";823;"VALLADA AGORDINA (BL)";"BL";"LIDRO, LIDROMAX, LIDROMIN, PORT";1727409.703;5138325.498;46.360074;11.955792;"PIAVE: VENETO";"PIAVE - Cordevole";"Vene-A Alto Piave";
598;"Adige a Bronzolo (BZ) CAE";01/05/2017;;"CAE";227;"BRONZOLO (BZ)";"BZ";"LIDRO, PORT, VELOSUPERF";1677961.758;5142640.752;46.41368;11.31525;"ADIGE: TRENTINO E ALTO ADIGE";"ADIGE: TRENTINO E ALTO ADIGE";" ";
599;"Isarco a Bolzano Sud (BZ) CAE";01/05/2017;;"CAE";235;"BOLZANO (BZ)";"BZ";"LIDRO, PORT";1676857.138;5147622.894;46.45877;11.30278;"ADIGE: TRENTINO E ALTO ADIGE";"ADIGE: TRENTINO E ALTO ADIGE";" ";
600;"Grumolo delle Abbadesse";29/05/2017;;"AGRO";26;"GRUMOLO DELLE ABBADESSE (VI)";"VI";"BFOGL, DVENTO10M, DVENTO10M, ELIOFANIA, ET0, HUMIDEX2M, INDSEREN, PREC, RADSOL, TARIA2M, TARIAMAX2M, TARIAMIN2M, UMID2M, VRAFFICA10M, VSFIL10M, VVENTO10M, VVMEDARIT10M";1707321.877;5043798.998;45.51669272;11.65407532;"BRENTA: VENETO";"BRENTA - Bacchiglione";"Vene-E Basso Brenta-Bacchiglione e Fratta Gorzone";
601;"Rifugio Son Forca (rio Gere) CAE";22/09/2017;;"CAEM";2223;"CORTINA D'AMPEZZO (BL)";"BL";"PIOGCONT, PREC";1744236.319;5162098.902;46.56782928;12.18664944;"PIAVE: VENETO";"PIAVE - Boite";"Vene-A Alto Piave";
602;"Monte Cherz SIAP";16/10/2017;;"CAEAR";2010;"LIVINALLONGO DEL COL DI LANA (BL)";"BL";"ALBED, DRAFF10M, DVENTO10M, DVNIVOMET10M, NIVOM, RADSOL, RADSOLRIF, TARIA8M, UMID8M, VRAFFICA10M, VSFIL10M, VVENTO10M, VVNIVOMET10M";1720814.652;5155350.617;46.51528101;11.87823031;"PIAVE: VENETO";"PIAVE - Cordevole";"Vene-A Alto Piave";
603;"Brenta a Pontevigodarzere monte";01/08/2018;;"CAEI";7;"PADOVA (PD)";"PD";"LIDRO";1726318.121;5036672.197;45.44671914;11.89370098;"BRENTA: VENETO";"BRENTA";"Vene-E Basso Brenta-Bacchiglione e Fratta Gorzone";
604;"Muson dei Sassi a Cadoneghe SIAP";01/08/2018;;"IDRO";17;"CADONEGHE (PD)";"PD";"LIDRO";1726493.029;5036928.418;45.44896575;11.89605273;"BRENTA: VENETO";"BRENTA - Muson dei Sassi";"Vene-E Basso Brenta-Bacchiglione e Fratta Gorzone";
605;"Avenale a Castelfranco Veneto SIAP";01/08/2018;;"IDRO";41;"CASTELFRANCO VENETO (TV)";"TV";"LIDRO";1728156.484;5061971.183;45.44671914;11.89370098;"BRENTA: VENETO";"BRENTA - Muson dei Sassi";"Vene-E Basso Brenta-Bacchiglione e Fratta Gorzone";
606;"Illasi a Badia Calavena (BIM Adige)";01/03/2019;;"CAEI";483;"BADIA CALAVENA (VR)";"VR";"LIDRO";1667840.949;5050083.875;45.58385;11.15114722;"ADIGE: VENETO";"ADIGE - Illasi";"Vene-C Adige-Garda e monti Lessini";
607;"Adige a Pescantina";01/01/2020;;"CAEI";76;"PESCANTINA (VR)";"VR";"LIDRO, PORT, PORT, VELOSUPERF";1645706.2;5037893.9;45.4791791;10.86394711;"ADIGE: VENETO";"ADIGE";"Vene-C Adige-Garda e monti Lessini";
608;"Rio Rudan (Antelao)";19/06/2019;;"CAEM";2133;"VODO CADORE (BL)";"BL";"PIOGCONT, PREC";1750780.029;5148363.856;46.442017;12.264492;"PIAVE: VENETO";"PIAVE - Boite";"Vene-A Alto Piave";
609;"Rio Rudan (Antelao) 2° pluviometro";19/06/2019;;"CAEM";2133;"VODO CADORE (BL)";"BL";"PIOGCONT, PREC";1750780.029;5148363.856;46.442017;12.264492;"PIAVE: VENETO";"PIAVE - Boite";"Vene-A Alto Piave";
610;"Fener";09/01/2021;;"METEO";175;"ALANO DI PIAVE (BL)";"BL";"ET0, PIOGCONT, PREC, TARIA2M";1728616.408;5087022.268;45.898557;11.946735;"PIAVE: VENETO";"PIAVE";"Vene-H Piave pedemontano";
611;"Bovolenta";17/12/2020;;"METEO";8;"BOVOLENTA (PD)";"PD";"ET0, PIOGCONT, PREC, TARIA2M";1730051.476;5017879.352;45.276565;11.932629;"BRENTA: VENETO";"BRENTA - Bacchiglione";"Vene-E Basso Brenta-Bacchiglione e Fratta Gorzone";
612;"La Guarda (Cesiomaggiore)";12/01/2021;;"METEO";656;"CESIOMAGGIORE (BL)";"BL";"ET0, PIOGCONT, PREC, TARIA2M";1727513.7;5112539.528;46.12827704;11.94469992;"PIAVE: VENETO";"PIAVE: CAORAME";"Vene-H Piave pedemontano";
613;"Chioggia (centro)";18/12/2020;;"METEO";2;"CHIOGGIA (VE)";"VE";"ET0, PIOGCONT, PREC, TARIA2M";1757801.542;5012447.853;45.218127;12.283051;"BRENTA: VENETO";"BRENTA";"Vene-E Basso Brenta-Bacchiglione e Fratta Gorzone";
614;"Isola Vicentina";13/01/2021;;"METEO";72;"ISOLA VICENTINA (VI)";"VI";"ET0, PIOGCONT, PREC, TARIA2M";1691401.753;5054848.85;45.62061319;11.45476825;"BRENTA: VENETO";"BRENTA - Bacchiglione";"Vene-B Alto Brenta-Bacchiglione-Alpone";
615;"Jesolo - Cortellazzo";12/02/2021;;"METEO";2;"IESOLO (VE)";"VE";"DRAFF10M, DVENTO10M, DVENTO10M, DVVETTOR10M, ET0, HUMIDEX2M, PIOGCONT, PREC, TARIA2M, UMID2M, VRAFFICA10M, VSFIL10M, VVENTO10M, VVMEDARIT10M, VVVETTOR10M";1785698.754;5049015.782;45.535854;12.65882;"PIAVE: VENETO";"PIAVE";"Vene-F Basso Piave, Sile e Bacino scolante in laguna";
616;"Fortogna (Longarone)";16/01/2021;;"METEO";442;"LONGARONE (BL)";"BL";"ET0, PIOGCONT, PREC, TARIA2M";1753736.2;5125074.653;46.231666;12.29032;"PIAVE: VENETO";"PIAVE";"Vene-H Piave pedemontano";
617;"Marcon loc. Zuccarello";24/07/2021;;"METEO";1;"MARCON (VE)";"VE";"DRAFF10M, DVENTO10M, DVENTO10M, DVVETTOR10M, ET0, HUMIDEX2M, PIOGCONT, PREC, TARIA2M, UMID2M, VRAFFICA10M, VSFIL10M, VVENTO10M, VVMEDARIT10M, VVVETTOR10M";1763790.712;5048224.863;45.537387;12.378313;"SILE";"SILE";"Vene-F Basso Piave, Sile e Bacino scolante in laguna";
618;"Crosara (Marostica)";06/03/2021;;"METEO";429;"MAROSTICA (VI)";"VI";"ET0, PIOGCONT, PREC, TARIA2M";1703527.786;5072332.198;45.774361;11.61748;"BRENTA: VENETO";"BRENTA";"Vene-B Alto Brenta-Bacchiglione-Alpone";
619;"Montebelluna loc. Contea";15/12/2020;;"METEO";107;"MONTEBELLUNA (TV)";"TV";"ET0, PIOGCONT, PREC, TARIA2M";1733726.713;5073076.724;45.771498;12.005757;"PIAVE: VENETO";"PIAVE";"Vene-H Piave pedemontano";
620;"Nervesa della Battaglia";15/12/2020;;"METEO";80;"NERVESA DELLA BATTAGLIA (TV)";"TV";"ET0, PIOGCONT, PREC, TARIA2M";1748767.357;5078706.81;45.816843;12.201804;"PIAVE: VENETO";"PIAVE";"Vene-F Basso Piave, Sile e Bacino scolante in laguna";
621;"Peschiera - Dolci";05/02/2021;;"METEO";100;"PESCHIERA DEL GARDA (VR)";"VR";"DRAFF10M, DVENTO10M, DVENTO10M, DVVETTOR10M, ET0, HUMIDEX2M, PIOGCONT, PREC, TARIA2M, UMID2M, VRAFFICA10M, VSFIL10M, VVENTO10M, VVMEDARIT10M, VVVETTOR10M";1632015.826;5031488.575;45.424275;10.687142;"PO: VENETO";"PO - Lago di Garda";"Vene-C Adige-Garda e monti Lessini";
622;"Pettorazza Grimani loc. Botti Barbarighe";17/12/2020;;"METEO";2;"PETTORAZZA (RO)";"RO";"ET0, PIOGCONT, PREC, TARIA2M";1737920.389;5000350.725;45.116383;12.024446;"FISS.TAR.C.BIANCO";"FISSERO - Tartaro - Canalbianco ";"Vene-D Po, Fissero-Tartaro-Canalbianco e Basso Adige";
623;"Stra";18/12/2020;;"METEO";9;"STRA (VE)";"VE";"ET0, PIOGCONT, PREC, TARIA2M";1735445.836;5032997.587;45.410674;12.008505;"BRENTA: VENETO";"BRENTA";"Vene-F Basso Piave, Sile e Bacino scolante in laguna";
624;"Tonezza del Cimone";24/02/2021;;"METEO";1134;"TONEZZA DEL CIMONE (VI)";"VI";"ET0, PIOGCONT, PREC, TARIA2M";1681310.315;5081954.413;45.867081;11.335586;"BRENTA: VENETO";"BRENTA - Bacchiglione";"Vene-B Alto Brenta-Bacchiglione-Alpone";
625;"Staro (Valli del Pasubio)";14/01/2021;;"METEO";602;"VALLI DEL PASUBIO (VI)";"VI";"ET0, PIOGCONT, PREC, TARIA2M";1673269.469;5066006.44;45.725723;11.226352;"BRENTA: VENETO";"BRENTA - Bacchiglione";"Vene-B Alto Brenta-Bacchiglione-Alpone";
626;"Follina Unificata";01/07/1984;;"METEO";;"FOLLINA (TV)";"TV";"PREC";;;;;"PIAVE: VENETO";"PIAVE - Soligo";"Vene-H Piave pedemontano";
